0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
187,85,53,52,33,159,8,0,9,7,6,4,127,17,0,0,449,35,10,7,7,652,1350,1027,19,6,53,27,3,507,789,871,-1132,1497,-16005,-1279,354,105
159,90,52,48,34,110,22,0,8,2,5,3,79,11,0,0,635,40,12,11,3,747,1309,1153,16,5,52,27,2,573,925,926,-1316,1411,-16300,-324,-171,217
166,65,51,63,38,123,1,2,6,1,3,2,111,9,0,0,620,1,17,14,5,732,1250,1204,18,1,44,29,7,621,1051,960,-1433,1270,-16228,-183,-340,242
191,61,62,62,44,160,2,0,7,0,3,2,120,5,0,0,383,0,9,6,4,706,1157,1224,16,0,63,33,4,642,1180,954,-1462,1285,-16089,-227,-416,187
168,175,60,20,49,226,31,1,6,2,4,0,106,6,0,0,90,0,8,3,2,653,998,1185,8,3,72,27,4,683,1240,908,-1580,1235,-16143,-254,-353,155
130,118,62,26,50,170,63,1,4,0,5,0,142,6,1,0,148,58,7,2,2,528,806,987,14,1,68,14,9,723,1282,852,-1554,1281,-16012,-296,-211,163
132,141,64,36,61,169,55,1,3,0,4,1,134,4,1,0,65,61,8,2,1,479,724,881,5,14,66,17,10,731,1297,722,-1564,1266,-15979,-306,-100,166
128,160,69,29,61,201,2,2,10,0,4,0,113,5,0,0,71,57,4,8,1,381,554,810,5,11,72,16,4,749,1320,517,-1526,1257,-16036,-287,-60,178
138,169,56,29,50,165,2,1,4,1,6,3,146,8,0,0,43,54,5,1,2,314,440,657,3,25,75,27,4,753,1317,497,-1534,1296,-16057,-229,-54,202
136,188,33,13,29,124,6,0,7,9,4,1,89,12,0,0,0,12,1,1,0,293,405,595,0,20,71,36,4,796,1304,458,-1560,1290,-15977,-175,-109,203
143,131,1,14,30,124,1,0,7,12,1,0,65,9,0,0,0,3,44,1,0,198,371,395,0,63,17,30,7,914,1306,475,-1530,1240,-15893,-98,-182,202
174,42,0,12,23,112,1,1,7,10,0,0,66,9,0,1,3,0,64,1,0,182,352,326,15,216,19,25,13,932,1277,423,-1596,1275,-15880,23,-184,251
159,38,0,15,24,80,1,0,10,7,0,0,68,10,0,0,4,47,104,2,0,179,326,276,25,260,16,20,16,940,1199,473,-1614,1265,-16003,121,-71,323
170,16,0,0,9,2,0,0,11,9,0,1,77,6,0,0,18,47,115,1,0,136,282,242,26,380,16,28,22,923,1132,424,-1502,1263,-15929,173,-58,330
143,13,0,3,14,1,0,0,10,7,0,4,80,1,0,0,15,43,111,2,0,87,179,228,40,420,19,42,28,981,1142,384,-1467,1231,-16035,109,-115,318
133,13,0,2,8,1,0,0,3,8,0,11,59,1,0,0,4,37,103,0,0,4,83,168,29,469,16,33,20,1003,1033,378,-1489,1189,-15995,-40,-135,386
158,27,0,186,10,13,4,0,7,3,0,18,29,0,0,0,3,35,58,0,0,8,32,151,19,556,22,65,1,996,874,314,-1577,1167,-16070,-40,-135,386
89,40,153,446,0,9,104,9,2,0,0,0,0,0,0,0,2,22,19,1,0,5,16,172,20,767,125,84,0,912,633,223,-1641,1196,-16168,-338,-142,463
0,75,441,686,0,12,234,31,0,0,0,0,0,0,0,0,0,0,0,1,0,9,14,221,0,1023,201,67,0,912,73,193,-1640,1315,-16209,-695,-10,523
0,243,810,948,0,15,402,285,0,8,28,16,0,0,104,2,0,0,0,0,0,23,8,123,0,1279,198,76,0,748,78,63,-1694,1253,-16305,-1201,45,576
186,337,975,1235,14,9,551,487,1,3,24,15,4,5,478,8,0,0,1,1,0,16,57,219,0,1452,297,78,0,368,160,74,-1860,1213,-16301,-1861,32,679
498,404,1080,1441,0,10,564,705,8,5,33,22,1,32,801,13,0,0,0,0,0,0,21,136,1,1582,268,46,0,37,183,111,-904,940,-16706,-3056,-260,763
557,448,1351,1649,2,63,538,832,13,6,44,25,0,724,1046,24,1,0,0,0,0,8,17,98,0,1573,155,11,0,33,66,89,-1513,1371,-18330,-6048,-483,876
880,637,1487,1703,0,127,326,671,21,7,48,25,0,1296,1273,24,0,0,0,0,0,5,26,98,0,1439,31,7,0,30,81,72,-2266,1652,-20199,-10239,37,945
1097,970,1532,1648,1,86,75,358,34,7,49,23,0,1750,1488,21,0,0,0,0,0,11,32,165,0,890,28,14,0,7,37,33,-1307,2397,-21401,-14447,1259,1328
1168,1202,1448,1497,2,41,68,7,30,6,63,33,0,1986,1512,12,0,0,4,0,0,8,10,137,0,0,89,6,0,15,16,30,-1675,3246,-22710,-18967,2236,1385
1062,1015,1121,1060,34,34,54,9,31,7,64,29,45,1982,1342,17,18,0,5,0,1,8,1,159,5,5,198,6,1,24,2,43,-3059,3695,-23510,-23976,2158,1848
733,379,351,337,54,308,102,15,19,7,43,24,57,1539,946,10,13,0,15,0,0,19,1,135,2,0,221,4,0,17,2,24,-5676,4201,-27059,-30890,4696,3173
2,190,62,9,34,496,69,2,0,12,23,4,40,892,99,0,0,0,26,4,0,1,1,173,0,0,151,8,5,8,2,19,-4474,6699,-32252,-32764,8634,5803
143,250,82,45,4,678,77,2,1,0,0,0,0,1,0,0,1,0,8,1,4,6,0,149,0,0,153,31,36,32,1,44,-4323,10687,-32750,-32764,9017,7839
361,219,60,67,0,596,62,3,4,0,0,0,0,0,0,0,1,1,5,5,0,1,0,169,0,0,93,50,0,10,0,48,-3446,11348,-32750,-32764,5816,9934
305,0,36,38,41,373,17,1,3,0,0,0,0,0,0,0,2,0,171,5,0,11,1,100,26,0,101,53,5,162,1,53,-19889,-11613,-31127,-29218,-2077,11680
160,0,13,13,27,2,0,0,4,1,0,0,0,1,0,0,3,1,247,6,0,12,0,83,31,0,101,44,19,145,0,48,-11882,-8011,-32750,-31584,-3506,17096
152,0,10,10,13,1,0,0,18,0,13,10,75,0,0,0,8,0,325,4,1,6,0,81,31,0,73,52,6,137,0,43,-14216,-23406,-21911,-24178,-5367,17948
194,0,10,19,18,0,0,0,19,0,5,13,34,2,0,0,13,0,363,8,0,4,0,87,25,0,94,52,9,71,0,37,-3440,-20891,-19238,2569,-5516,9819
188,0,17,31,17,0,1,1,14,0,4,9,46,0,0,0,6,0,361,6,0,1,0,101,19,0,85,64,6,21,0,50,-2974,-9458,-8202,11158,3996,1802
228,0,31,44,19,4,0,0,17,0,5,8,44,1,0,0,7,0,360,7,0,5,0,77,25,0,50,65,5,82,0,49,-12467,-9077,-5259,11008,4415,-1066
211,0,25,40,23,2,0,2,15,0,11,9,51,1,0,0,22,0,359,5,0,4,0,74,27,1,66,79,5,86,0,48,-6984,-9383,-8551,14302,-6193,-629
235,27,26,41,14,3,0,1,13,1,4,13,33,0,0,0,6,0,361,4,0,5,1,76,30,0,63,64,1,104,0,49,-432,-8455,-12381,19052,-8016,-1446
210,35,25,35,31,10,0,3,11,0,3,7,48,1,0,0,4,0,361,3,0,10,0,74,18,2,93,51,3,101,0,48,-3929,-6485,-13644,23957,-4856,-3084
202,80,23,35,20,8,3,1,18,2,3,8,39,0,0,0,5,0,361,4,0,0,0,71,21,5,88,55,2,46,0,44,-4736,-3185,-15652,28142,-6527,-3654
181,94,19,37,22,1,1,2,12,1,3,13,40,0,0,0,15,0,360,4,0,0,0,72,35,10,107,57,4,45,0,49,-1907,-1007,-18175,30895,-8281,-3934
204,122,21,43,17,1,0,1,11,2,2,9,35,0,0,0,3,1,370,5,1,0,0,74,33,11,84,61,6,65,0,43,-2704,502,-21469,32403,-8639,-3910
197,132,26,44,23,3,2,0,10,2,8,8,46,1,0,0,2,0,364,5,0,2,0,84,1,16,98,69,10,54,0,50,-2819,2656,-24547,32752,-10211,-3296
195,141,22,46,31,2,0,1,8,5,2,7,67,0,0,0,2,0,372,5,0,1,0,91,4,15,82,62,7,78,0,49,-2446,5863,-28648,32764,-11619,-3251
198,136,26,40,24,13,0,0,9,1,4,8,66,0,0,0,2,0,377,6,0,3,0,83,18,19,129,61,6,85,0,45,-2943,10597,-31934,32764,-11666,-5316
199,144,22,39,26,4,0,2,8,1,5,7,53,0,0,0,2,0,389,6,0,1,0,73,23,18,116,60,5,50,0,59,-2688,18368,-32750,32764,-12435,-8125
198,144,40,38,24,11,0,1,10,1,5,7,57,0,0,0,3,0,395,7,0,3,0,104,10,18,99,55,6,57,0,39,2501,28029,-32750,32762,-13612,-9335
197,146,25,40,26,6,0,1,8,1,4,8,74,0,1,0,4,0,391,7,0,4,0,99,20,19,98,53,8,73,0,46,8455,32750,-32073,29881,-12528,-8077
196,150,21,36,23,6,0,5,9,2,2,6,64,0,0,0,4,0,383,4,0,3,0,95,12,34,114,62,8,70,0,49,11061,32750,-24139,24063,-10065,-6259
186,149,23,40,39,7,1,1,11,3,3,8,54,2,0,0,3,0,396,6,0,4,0,115,13,21,121,71,16,48,0,59,13216,32750,-15241,15556,-8220,-5708
186,150,23,37,19,12,30,1,8,1,3,6,44,0,5,0,5,0,417,7,0,1,0,88,7,16,112,47,10,15,10,39,17304,32750,-11680,5734,-6977,-6172
183,154,26,47,20,2,17,1,6,2,4,7,42,1,1,0,1,0,392,5,0,0,0,88,0,14,116,60,8,40,10,50,14748,32750,-3103,-12063,4635,-8300
181,178,24,39,18,3,33,1,10,2,4,7,45,0,5,0,3,0,222,3,0,14,1,149,0,13,126,62,2,158,9,44,-1310,1882,-26368,-20746,-362,-10173
159,142,18,36,23,11,32,1,4,1,1,7,50,0,7,1,4,52,3,2,0,8,0,102,6,26,78,60,4,130,13,43,-5131,-14320,-9698,-15740,2738,-10248
178,120,20,36,13,6,53,2,9,2,11,8,40,0,6,0,35,33,1,2,1,10,0,106,86,22,92,44,3,132,9,36,-886,3956,-16574,-17150,13724,-7634
127,105,38,30,19,16,40,2,5,1,17,6,43,1,13,0,2,37,35,2,0,22,114,260,84,19,139,33,6,342,62,46,14834,-3611,-18766,-17670,10433,-4927
148,112,45,41,16,9,4,1,8,0,6,6,50,1,0,0,63,0,3,4,0,28,934,427,91,7,121,32,2,277,123,197,-402,5381,-32750,-19656,7231,1522
152,143,51,42,22,14,10,1,5,1,7,10,53,3,0,0,79,0,4,3,0,149,1072,404,13,19,77,49,17,464,301,329,-835,1245,-16721,-10982,4911,400
172,108,47,35,21,42,1,0,9,1,6,3,82,17,0,0,153,0,7,5,1,428,1062,818,23,20,86,36,6,618,746,447,-599,2064,-17413,-6436,3282,-307
201,86,48,53,35,177,31,1,5,1,3,9,86,9,1,0,125,1,8,6,3,504,1066,945,12,1,65,27,4,678,917,782,-1018,1734,-16116,-6436,3282,-307
192,94,49,48,40,124,1,0,8,2,3,2,108,9,0,0,167,1,7,5,7,648,1110,1129,12,1,57,15,7,869,1130,881,-1160,1524,-16088,-292,-230,205
191,74,56,21,40,148,6,0,8,1,11,0,114,9,0,0,111,0,8,3,2,637,1048,1211,22,4,73,33,8,1002,1274,929,-1225,1590,-16074,-178,-383,215
198,94,64,31,48,138,7,1,7,7,11,3,140,9,0,0,133,1,5,2,2,599,943,1228,16,3,83,26,7,1106,1459,933,-1299,1554,-16183,-213,-402,198
191,206,61,29,50,127,1,0,7,4,12,0,136,4,0,0,86,1,9,0,1,484,807,1113,25,10,82,20,4,1178,1571,937,-1399,1564,-16060,-279,-301,171
144,149,45,23,40,111,2,1,3,1,5,2,160,11,0,0,112,0,2,2,2,373,690,911,20,4,145,37,8,1252,1609,875,-1375,1537,-16071,-314,-158,158
142,149,0,21,47,89,1,0,6,1,0,0,135,6,0,1,63,1,1,1,0,232,445,785,21,4,1,47,26,1277,1664,725,-1393,1463,-16002,-341,-70,183
144,197,1,29,45,115,2,2,3,1,0,2,149,8,0,0,28,0,0,1,0,82,323,534,9,14,0,24,10,1318,1543,556,-1327,1493,-15948,-312,-69,192
141,245,0,18,39,116,1,0,4,13,0,1,87,10,0,0,0,0,0,0,0,4,190,239,1,46,0,54,7,1322,1472,509,-1272,1511,-15938,-243,-90,202
132,174,0,14,32,33,1,0,13,9,0,1,65,1,0,0,3,0,0,0,0,5,62,188,10,242,0,71,17,1335,1409,386,-1332,1525,-15937,-197,-119,217
139,32,0,2,11,1,0,0,5,11,0,4,78,1,0,0,1,0,0,0,0,4,55,214,21,371,0,55,31,1331,1286,346,-1397,1556,-15920,-143,-146,238
184,17,0,5,16,9,3,0,8,10,0,2,89,2,0,0,2,0,1,0,0,6,26,264,21,431,0,46,22,1358,1155,308,-1400,1540,-16025,-113,-149,272
168,21,0,162,24,6,76,3,15,2,0,16,79,0,4,0,0,0,0,0,0,6,27,298,6,469,0,124,15,1342,1054,227,-1503,1548,-15963,-43,-135,322
180,19,0,423,31,6,138,2,6,2,0,14,79,1,4,0,0,0,0,0,0,6,30,294,37,554,6,143,13,1326,786,203,-1353,1469,-16096,-54,-77,367
205,39,3,571,0,7,194,35,11,4,0,20,0,0,5,0,3,0,0,0,0,6,21,249,24,760,6,209,0,1299,601,191,-1347,1511,-16303,-182,-29,372
158,74,126,793,0,6,357,133,5,1,0,2,0,0,0,0,1,0,1,0,0,17,35,254,3,977,176,285,0,1173,294,147,-1382,1540,-16093,-417,14,409
1,72,321,931,0,10,461,261,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,162,0,1151,410,387,1,1075,93,70,-1478,1585,-16172,-729,54,470
2,75,562,1217,5,14,688,552,0,2,17,13,1,0,45,3,0,0,0,1,0,18,4,134,0,1398,531,453,0,906,91,96,-1341,1603,-16281,-1057,-116,484
1,231,797,1334,2,228,715,719,0,3,18,11,0,3,239,5,0,0,0,0,1,12,29,170,0,1496,530,504,0,545,138,169,-1525,1533,-16390,-1610,-93,561
370,369,1045,1524,0,471,651,900,6,6,26,17,0,8,678,11,0,0,0,2,0,1,26,108,1,1593,424,405,0,47,202,122,-1467,1781,-16581,-2494,-44,742
533,416,1195,1747,2,690,645,1013,10,6,32,18,1,51,865,13,1,0,0,0,1,7,8,122,0,1610,225,146,0,61,121,123,-1070,1581,-16945,-3637,-412,882
638,562,1443,1907,1,571,543,1051,21,7,45,32,0,689,1151,20,0,0,0,0,0,16,14,96,0,1555,36,14,0,38,63,65,-1167,1884,-17140,-5875,-416,804
997,778,1601,1999,1,546,303,961,26,8,49,28,0,1129,1446,27,0,0,0,1,0,6,21,114,0,1363,34,8,0,17,58,58,-1922,2588,-18017,-8825,340,918
1123,1076,1652,1947,1,325,131,592,23,6,55,30,1,1558,1648,18,0,1,3,1,0,11,12,176,0,927,49,8,0,14,16,38,-1982,2929,-19571,-11411,1223,1208
1295,1311,1590,1782,0,125,78,4,24,7,61,34,0,1812,1680,5,1,0,8,0,0,13,0,224,0,114,105,10,0,24,0,31,-1842,3367,-20122,-15136,2265,1498
1349,1327,1321,1347,0,44,87,14,30,6,60,33,0,1881,1541,7,0,0,7,0,1,8,1,134,0,3,171,6,0,23,1,35,-1586,3773,-22768,-20463,3204,1838
1110,1099,685,739,52,233,69,6,25,9,50,30,58,1655,1182,1,0,0,17,1,0,0,0,130,0,0,170,5,0,2,1,31,-2503,4308,-25538,-27788,4367,2361
364,649,54,31,30,382,106,3,18,25,20,4,57,1051,285,1,0,0,21,4,0,0,0,147,0,0,163,17,7,5,3,32,-5021,5880,-30143,-32014,6196,3936
0,206,67,36,9,640,37,2,0,12,16,8,46,35,0,0,0,0,6,2,1,1,0,113,0,0,134,32,42,20,1,55,-4088,8117,-32750,-32764,8324,6129
313,210,50,53,7,644,116,2,8,2,6,1,1,34,0,0,3,0,78,6,1,15,0,179,0,1,115,26,14,82,2,30,-10166,15538,-30902,-32764,6492,7415
240,64,42,65,0,464,58,2,9,0,0,0,0,0,0,0,1,0,258,7,0,22,0,123,28,0,85,38,3,164,3,29,-6975,15759,-27231,-32250,-925,9077
155,0,17,36,45,4,0,0,4,0,0,0,0,0,0,1,2,0,331,6,1,11,0,83,25,0,69,37,12,244,0,50,-12357,-9282,-32750,-31313,-8485,13873
157,0,19,17,14,3,0,0,10,0,6,11,72,2,0,0,3,0,351,5,0,16,0,127,1,0,75,51,11,188,0,41,-15171,-27943,-12635,-32340,-11823,21589
160,0,16,13,12,2,0,0,11,0,9,11,76,2,0,0,9,0,384,7,1,15,0,161,1,0,64,51,5,157,0,44,-4115,-26240,-28512,-7138,-12044,20915
173,0,20,22,18,2,0,0,12,0,7,21,54,1,0,0,3,0,362,4,0,0,0,83,3,0,145,49,6,52,1,47,2458,-10773,-12843,9893,-935,14242
173,1,23,32,18,1,0,0,10,0,5,9,41,0,0,0,9,0,378,13,0,0,0,75,1,1,142,53,2,68,0,54,-8315,-8781,-6144,10198,7358,8026
183,0,28,43,25,0,0,0,9,0,5,8,61,0,0,0,2,0,394,4,0,0,0,72,13,1,170,83,7,34,0,51,-10887,-11125,-6183,11298,-511,4163
136,4,30,37,18,0,0,1,8,0,5,8,37,0,0,0,5,0,387,5,0,0,0,82,0,2,144,66,3,33,0,54,-2520,-10530,-10089,15147,-7716,-267
169,23,39,38,25,0,0,2,2,0,8,6,51,1,0,1,3,0,383,4,0,0,0,74,0,1,155,62,3,49,0,56,-2819,-10264,-12859,19575,-6300,-6031
100,34,33,36,28,0,0,0,2,0,5,6,63,0,0,0,0,0,393,4,0,0,0,79,0,8,124,50,20,10,0,56,-3797,-7405,-14662,24610,-5801,-9680
178,67,42,44,31,0,0,5,6,0,12,6,62,0,0,0,1,0,394,9,0,0,0,86,1,11,127,72,6,31,0,57,-1357,-4122,-16479,28548,-6634,-9475
164,91,29,37,21,0,0,1,16,2,4,8,47,0,0,0,14,0,404,5,0,0,0,140,6,11,146,97,5,29,1,48,-1554,-1988,-19061,31515,-6652,-6536
182,118,33,34,29,1,0,0,6,1,4,6,62,0,0,0,5,0,410,12,0,10,0,132,4,12,138,103,6,67,0,44,-2427,-493,-22372,32628,-7510,-3436
177,124,25,31,28,1,0,0,6,1,3,8,59,0,0,0,6,0,408,5,0,5,0,133,10,19,181,110,8,63,0,43,-3875,1922,-26184,32764,-8614,-1820
179,134,21,30,29,1,0,0,14,1,3,6,56,1,0,0,5,0,410,6,0,3,0,118,11,18,152,115,13,62,0,42,-5646,5332,-31052,32764,-10787,-7630
178,151,20,44,27,5,0,1,9,1,4,6,54,0,0,0,3,0,411,7,1,5,0,139,9,18,172,74,5,66,0,40,-5857,23478,-32750,32764,-10787,-7630
122,145,31,34,26,1,6,0,3,1,3,6,57,0,0,0,0,0,417,9,0,4,0,143,2,20,168,57,14,62,2,44,-108,32750,-32750,32764,-15141,-11325
115,147,15,37,24,4,4,2,3,1,3,15,58,0,0,0,0,0,434,8,0,1,0,154,6,18,119,54,5,27,0,34,9664,32750,581,29719,-14225,-8118
91,119,23,42,35,2,0,1,0,0,3,8,48,0,0,0,3,0,417,8,1,6,0,177,0,16,152,58,7,55,0,33,13632,32750,-13180,16461,-5191,-7514
167,98,20,40,29,5,0,0,9,0,2,7,57,1,0,0,6,0,434,8,1,8,0,172,16,12,127,57,7,55,1,31,25277,32750,-11927,4111,-5550,-9165
126,114,19,44,30,1,0,2,3,0,2,8,60,0,0,0,21,0,419,7,0,7,0,146,7,16,112,57,10,50,0,42,23029,32750,-11553,-10475,-4348,-9481
151,130,20,40,26,8,5,1,3,1,5,6,58,0,1,0,18,1,402,4,0,5,0,72,8,18,170,82,6,162,8,46,1134,-4036,-9512,-20565,247,-6517
88,137,28,35,25,9,18,2,3,7,8,6,54,1,2,0,48,0,104,4,0,8,0,134,0,14,200,54,6,210,8,39,-1636,-10240,-15152,-16568,10509,-2969
133,116,35,29,20,6,33,3,4,1,5,13,47,0,7,0,35,43,0,0,0,5,0,58,26,21,139,55,4,201,15,53,4491,1536,-16881,-19775,8626,-4554
114,127,38,31,14,10,26,1,5,1,7,8,39,1,3,0,0,0,37,6,0,13,94,293,43,9,141,34,1,257,131,109,959,7449,-32750,-23850,7985,176
132,136,39,35,23,6,2,1,1,1,7,5,43,1,0,0,15,0,3,1,0,15,671,303,1,29,162,39,5,419,107,221,-1002,1570,-16905,-11007,4380,397
213,105,43,39,27,6,0,0,16,3,6,7,85,0,0,0,29,0,3,10,0,103,823,307,13,19,118,33,7,347,102,295,-872,1387,-16055,-3570,1469,-16
224,75,57,55,41,109,2,1,10,2,6,2,121,6,0,0,32,0,5,4,1,415,875,298,5,7,73,28,3,385,483,445,-1052,2039,-16026,-637,39,243
221,100,63,48,31,164,2,0,9,1,16,2,98,19,0,0,28,0,17,5,2,498,945,495,10,1,51,24,2,498,574,570,-1208,1694,-16220,130,-270,263
209,152,56,50,33,160,2,0,8,1,15,2,121,10,0,0,1,0,8,5,3,535,923,635,1,1,47,26,7,593,843,752,-1287,1369,-16007,240,-446,257
214,114,67,54,46,148,1,0,11,0,20,4,129,12,0,0,2,0,6,5,11,522,816,651,2,0,51,52,4,703,1024,871,-1306,1551,-16361,266,-513,257
207,154,71,69,44,124,3,0,10,0,22,2,144,5,0,0,36,1,3,4,0,491,727,649,5,0,68,51,3,810,1216,900,-1394,1513,-16119,153,-483,215
224,230,38,60,27,107,1,0,14,13,6,3,133,6,0,0,0,0,2,3,1,423,642,568,3,19,121,44,2,966,1293,865,-1425,1442,-16074,20,-394,177
217,186,0,28,35,101,1,0,12,10,0,1,127,5,0,0,0,0,0,0,0,328,524,446,10,101,1,56,14,1096,1347,770,-1452,1403,-16029,-89,-194,180
162,63,0,19,32,42,1,0,7,16,0,3,132,6,0,0,1,2,0,1,1,196,370,345,17,175,0,36,14,1134,1345,642,-1417,1436,-15972,-158,-83,192
173,41,0,15,38,27,0,0,9,10,0,1,127,1,1,0,0,0,0,1,0,20,178,205,14,227,0,29,15,1182,1331,558,-1343,1329,-16079,-206,-123,208
143,19,0,3,8,3,0,1,11,12,0,6,130,1,0,0,0,0,0,0,0,4,55,193,26,333,0,38,17,1181,1142,444,-1373,1427,-16062,-213,-82,233
187,25,0,108,18,2,0,0,20,6,0,21,103,0,0,0,0,0,0,0,0,2,44,179,18,362,0,65,11,1096,985,363,-1387,1349,-15980,-255,-95,211
188,25,7,213,4,9,0,0,11,5,15,20,22,0,0,0,3,0,0,0,0,5,22,224,25,425,0,73,2,1044,687,220,-1448,1462,-15996,-262,-117,216
190,22,4,401,0,5,1,0,13,4,13,26,0,0,0,0,4,0,0,0,0,5,27,241,28,465,0,81,0,1032,635,196,-1401,1453,-15968,-252,-46,255
201,26,2,460,4,7,23,1,7,10,9,21,15,0,0,0,2,0,0,0,0,5,22,205,18,501,1,99,1,1000,525,197,-1343,1344,-16037,-247,-33,271
106,27,28,558,0,9,128,10,8,10,3,23,0,0,7,0,2,0,0,0,0,8,33,255,0,522,8,80,1,974,476,188,-1419,1361,-16017,-263,-87,291
32,30,73,681,0,9,209,11,15,2,3,25,0,0,8,0,0,0,0,0,0,10,15,227,0,615,18,85,0,1010,199,180,-1426,1463,-15980,-342,-137,326
0,51,261,859,0,9,346,98,0,4,14,16,0,0,8,0,0,0,0,0,0,17,33,175,0,812,113,126,0,966,89,103,-1431,1416,-16036,-484,-181,345
0,78,394,1053,1,19,483,174,0,13,15,16,2,0,41,1,0,0,0,1,0,21,32,229,0,1044,216,206,0,846,97,39,-1416,1430,-16027,-671,-187,386
0,72,659,1193,1,16,658,434,0,2,20,23,0,0,176,3,0,0,1,0,0,23,37,178,0,1247,451,330,0,761,106,63,-1462,1393,-16173,-902,-156,449
142,217,838,1348,0,75,691,649,1,11,23,20,0,4,491,15,0,0,0,0,0,8,24,134,0,1407,498,397,0,468,129,157,-1486,1417,-16282,-1354,-247,530
426,319,969,1534,0,401,634,831,6,5,33,20,0,10,768,13,0,0,0,0,0,0,12,107,2,1474,477,388,0,6,146,129,-1748,1608,-16334,-2136,-346,579
488,413,1147,1715,0,595,658,954,17,6,41,21,0,156,985,21,1,0,0,0,0,7,25,92,0,1521,225,230,0,51,123,114,-1592,1791,-16507,-3369,-544,737
633,459,1410,1901,0,635,617,1125,14,6,46,25,0,573,1188,21,0,0,0,0,0,0,10,65,1,1487,33,50,0,45,77,87,-1271,1596,-17784,-5772,-788,667
761,567,1525,2038,1,649,548,1024,16,8,45,27,0,1069,1451,22,14,1,0,0,0,0,23,129,0,1338,52,7,0,1,21,44,-1980,2339,-17610,-8711,-294,651
1079,818,1594,2025,1,515,246,745,29,9,54,28,1,1427,1666,42,1,0,0,0,0,8,2,141,0,912,46,6,0,27,11,51,-2039,2596,-19141,-11179,630,989
1192,1110,1532,1909,20,293,74,292,25,7,54,23,21,1682,1749,66,22,1,7,1,0,12,1,164,14,62,114,7,0,19,0,39,-1810,3075,-19532,-13939,1468,1268
1237,1054,1373,1627,15,47,75,14,22,6,57,28,15,1947,1698,13,3,0,6,1,0,10,0,156,0,22,179,13,1,18,1,24,-1654,3512,-21002,-17241,2131,1271
1119,775,894,1160,42,27,64,7,24,5,54,22,47,1953,1528,4,1,0,10,1,0,0,0,137,0,37,143,11,2,4,1,40,-2181,4314,-23416,-22232,2457,1511
646,389,49,161,40,340,65,4,30,10,18,25,60,1501,900,1,2,0,12,1,0,0,0,132,0,35,186,5,2,6,9,30,-4015,4666,-25322,-29438,4446,2477
0,207,47,35,29,484,17,3,0,14,22,5,72,732,0,1,0,0,9,6,3,1,0,116,0,0,110,19,24,8,8,35,-5606,7268,-32750,-32421,7175,4840
209,224,32,37,6,611,68,4,8,3,3,0,0,36,1,0,5,0,0,5,2,8,1,188,0,0,0,25,14,61,2,41,-7978,10128,-32750,-32764,8383,7075
329,179,0,53,0,591,104,13,7,1,0,0,0,4,0,0,2,0,250,7,0,1,0,102,0,1,10,40,0,9,7,31,-11895,12348,-32750,-32764,5872,8681
176,0,25,46,57,109,19,2,8,0,0,0,0,0,0,0,4,0,320,4,1,13,0,86,29,1,79,38,13,201,0,42,-14616,12475,-32750,-31588,-6550,16254
176,0,17,21,26,1,0,0,10,1,6,9,75,3,0,0,2,0,338,5,0,11,0,78,2,0,123,49,17,295,3,46,-12425,-21132,-22953,-32245,-3437,21937
151,0,16,19,16,2,0,1,9,1,7,9,83,2,0,0,2,0,357,6,1,16,0,118,3,0,125,44,16,160,1,43,-5106,-24048,-23134,-2948,-3393,17659
142,0,13,14,16,1,0,0,17,0,8,11,76,1,0,0,2,0,367,6,0,12,2,145,1,0,143,50,14,118,0,43,-2878,-8535,-10867,10911,4651,10784
